CommonNeighbor,AdamicAdar,JaccardCoefficient,PreferentialAttachment,ResourceAllocation,ShortestPath,CommonCountry,Label
0,2.608028709,0.235294118,1.4375,0.622222222,1,0,-1
0,2.654576449,0.19047619,1.35,0.641545894,1,0,-1
0,0.622342064,0.25,1,0.080515298,0.5,0,-1
0,0.933513097,0.181818182,1.375,0.120772947,0.5,0,-1
0,0,0,1,0,0.25,0,-1
0,0.933513097,0.181818182,1.375,0.120772947,0.5,0,-1
0,1.865011934,0.4,1,0.480515298,1,0,-1
0,0.622342064,0.25,1,0.080515298,0.5,0,-1
0,0.622342064,0.25,1,0.080515298,0.5,0,-1
0,0,0,1,0,0.333333333,0,-1
0,1.698796612,0.666666667,1,0.391626409,1,0,-1
0,0.455119613,0.04,1.428571429,0.111111111,0.5,0,-1
0,0.622342064,0.25,1,0.080515298,0.5,0,-1
0,0.455119613,0.041666667,1.5,0.111111111,0.5,0,-1
0,0,0,1,0,0.333333333,0,-1
0,0,0,1,0,0.333333333,0,-1
0,0,0,1,0,0.333333333,0,-1
0,0.622342064,0.4,1,0.080515298,0.5,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1,0,0.333333333,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1.216216216,0,0.333333333,0,-1
0,0,0,1,0,0.333333333,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1.266666667,0,0.333333333,0,-1
0,0,0,1,0,0.333333333,0,-1
0,0,0,1.25,0,0.25,0,-1
0,0,0,1.25,0,0.25,0,-1
0,0.622342064,0.222222222,1,0.080515298,0.5,0,-1
0,0.622342064,0.222222222,1,0.080515298,0.5,0,-1
0,0.933513097,0.133333333,1.166666667,0.120772947,0.5,0,-1
0,0,0,1.25,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1.2,0,0.25,0,-1
0,0,0,1.2,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1.666666667,0,0.333333333,0,-1
0,0,0,2.5,0,0.333333333,0,-1
0,0.455119613,0.125,1,0.111111111,0.5,0,-1
0,0,0,1.04,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1.4,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1.090909091,0,0.333333333,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1.1,0,0.333333333,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1.4,0,0.25,0,-1
0,0.303413076,0.125,1,0.037037037,0.5,0,-1
0,0,0,1,0,0.333333333,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1,0,0.333333333,0,-1
0,0.303413076,0.071428571,1.5,0.037037037,0.5,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1.2,0,0.25,0,-1
0,0,0,1.4,0,0.25,0,-1
0,0,0,1.4,0,0.25,0,-1
0,0,0,1,0,0.333333333,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1.5,0,0.333333333,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1.666666667,0,0.25,0,-1
0,0,0,1.666666667,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1.090909091,0,0.25,0,-1
0,0,0,1,0,0.333333333,0,-1
0,0,0,1,0,0.333333333,0,-1
0,0,0,1,0,0.333333333,0,-1
0,0,0,1.25,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1.333333333,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1.4,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
1,0,0,1,0,0.25,1,-1
1,0,0,1,0,0.25,1,-1
0,0,0,1.066666667,0,0.25,0,-1
0,0,0,1,0,0.333333333,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0.455119613,0.111111111,1.2,0.111111111,0.5,0,-1
0,0,0,2.666666667,0,0.333333333,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1.25,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1.2,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0.303413076,0.125,1,0.037037037,0.5,0,-1
0,0.303413076,0.125,1,0.037037037,0.5,0,-1
0,0,0,1,0,0.333333333,0,-1
0,0.622342064,0.222222222,1,0.080515298,0.5,0,-1
0,1.698796612,0.666666667,1,0.391626409,1,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1,0,0.25,0,-1
0,0,0,1,0,0.333333333,0,-1
0,0,0,1,0,0.333333333,0,-1
0,0,0,1,0,0.333333333,0,-1
0,1.820478453,0.4,1,0.666666667,1,0,-1
1,0,0,1,0,0.333333333,1,-1
