Dataset,Test Size,Method,M,C,theta,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan,List of err_w,List of alpha
pc1,0.2,FEARN_AdaBoost_SVM | ORIG,20,100,None,0.9855072463768116,0.2,0.44396108982135174,0.2857142857142857,0.5,0.9324324324324325,0.5927536231884059,"[[204   3]
 [ 12   3]]",None,"[0.45640064703750066, 0.5195027511547176, 0.4060524071235017, 0.3286211755987072, 0.2562549310863064, 0.20882701602103834, 0.2894487547010236, 0.15701265099172876, 0.145152784082074, 0.283528109579883, 0.15084546648183797, 0.10592217691931198, 0.26143317425100315, 0.15006205704364195, 0.08951055543210579, 0.22679686239893487, 0.12945840130214606, 0.10607437258368349, 0.27689806294896857, 0.15615412045213237]"
pc1,0.2,FEARN_AdaBoost_SVM | ORIG,25,10,None,0.9951690821256038,0.06666666666666667,0.25757446588324756,0.11764705882352941,0.5,0.9324324324324325,0.5309178743961352,"[[206   1]
 [ 14   1]]",None,"[0.4563381163659017, 0.4460611490256502, 0.3991127936462054, 0.2812937127097587, 0.3116682950662688, 0.2353238963595571, 0.21644545192243536, 0.2701259865896397, 0.1642503322639162, 0.16779010845350312, 0.2677331600779053, 0.14834968790339417, 0.10068123040079378, 0.274271406608028, 0.15716446958459163, 0.10058269511344399, 0.2641897920942544, 0.15960879184368665, 0.0989832942811286, 0.2607244399162991, 0.1603112272962706, 0.09793896003110077, 0.2580042742769135, 0.15992403484234427, 0.09678027211690907]"
pc1,0.2,FEARN_AdaBoost_SVM | ORIG,25,100,None,0.9951690821256038,0.2,0.44613206164220115,0.3157894736842105,0.75,0.9414414414414415,0.5975845410628019,"[[206   1]
 [ 12   3]]",None,"[0.45640064703750066, 0.5195027511547176, 0.4060524071235017, 0.3286211755987072, 0.2562549310863064, 0.20882701602103834, 0.2894487547010236, 0.15701265099172876, 0.145152784082074, 0.283528109579883, 0.15084546648183797, 0.10592217691931198, 0.26143317425100315, 0.15006205704364195, 0.08951055543210579, 0.22679686239893487, 0.12945840130214606, 0.10607437258368349, 0.27689806294896857, 0.15615412045213237, 0.08940438852952903, 0.22041304826575928, 0.1371464171096424, 0.08049752020592794, 0.26857829423853563]"
pc1,0.2,FEARN_AdaBoost_WSVM | ORIG,10,10,None,1.0,0.06666666666666667,0.2581988897471611,0.125,1.0,0.9369369369369369,0.5333333333333333,"[[207   0]
 [ 14   1]]",None,"[0.4563381163659017, 0.45674996657345895, 0.248186539420499, 0.3563960539756657, 0.24312984217303646, 0.3139656388649143, 0.20804120467733997, 0.2842112468467489, 0.20198759194723898, 0.27238029525938434]"
pc1,0.2,FEARN_AdaBoost_WSVM | ORIG,10,100,None,0.9951690821256038,0.06666666666666667,0.25757446588324756,0.11764705882352941,0.5,0.9324324324324325,0.5309178743961352,"[[206   1]
 [ 14   1]]",None,"[0.45640064703750066, 0.5373401046685392, 0.276903636527185, 0.3715393677777675, 0.2345820201610831, 0.3176713624206898, 0.2231376874539648, 0.2897870408805098, 0.19877004904816437, 0.26844038666540315]"
pc1,0.2,FEARN_AdaBoost_WSVM | ORIG,15,10,None,1.0,0.06666666666666667,0.2581988897471611,0.125,1.0,0.9369369369369369,0.5333333333333333,"[[207   0]
 [ 14   1]]",None,"[0.4563381163659017, 0.45674996657345895, 0.248186539420499, 0.3563960539756657, 0.24312984217303646, 0.3139656388649143, 0.20804120467733997, 0.2842112468467489, 0.20198759194723898, 0.27238029525938434, 0.2117400784972124, 0.25170919215668774, 0.24111580772355612, 0.24334973636812754, 0.24170469437384973]"
pc1,0.2,FEARN_AdaBoost_WSVM | ORIG,15,100,None,0.9951690821256038,0.06666666666666667,0.25757446588324756,0.11764705882352941,0.5,0.9324324324324325,0.5309178743961352,"[[206   1]
 [ 14   1]]",None,"[0.45640064703750066, 0.5373401046685392, 0.276903636527185, 0.3715393677777675, 0.2345820201610831, 0.3176713624206898, 0.2231376874539648, 0.2897870408805098, 0.19877004904816437, 0.26844038666540315, 0.23776306454591767, 0.26244278799333454, 0.20415660954979015, 0.24544433243042163, 0.23299680358395278]"
pc1,0.2,FEARN_AdaBoost_WSVM | ORIG,20,10,None,1.0,0.06666666666666667,0.2581988897471611,0.125,1.0,0.9369369369369369,0.5333333333333333,"[[207   0]
 [ 14   1]]",None,"[0.4563381163659017, 0.45674996657345895, 0.248186539420499, 0.3563960539756657, 0.24312984217303646, 0.3139656388649143, 0.20804120467733997, 0.2842112468467489, 0.20198759194723898, 0.27238029525938434, 0.2117400784972124, 0.25170919215668774, 0.24111580772355612, 0.24334973636812754, 0.24170469437384973, 0.2420065853196408, 0.24119527265020416, 0.24205700847272116, 0.24071744401410575, 0.24211312388865536]"
pc1,0.2,FEARN_AdaBoost_WSVM | ORIG,20,100,None,0.9951690821256038,0.06666666666666667,0.25757446588324756,0.11764705882352941,0.5,0.9324324324324325,0.5309178743961352,"[[206   1]
 [ 14   1]]",None,"[0.45640064703750066, 0.5373401046685392, 0.276903636527185, 0.3715393677777675, 0.2345820201610831, 0.3176713624206898, 0.2231376874539648, 0.2897870408805098, 0.19877004904816437, 0.26844038666540315, 0.23776306454591767, 0.26244278799333454, 0.20415660954979015, 0.24544433243042163, 0.23299680358395278, 0.24218770794828223, 0.2347671898390659, 0.24025550619557645, 0.2371743329136253, 0.23945055681249186]"
pc1,0.2,FEARN_AdaBoost_WSVM | ORIG,25,10,None,1.0,0.06666666666666667,0.2581988897471611,0.125,1.0,0.9369369369369369,0.5333333333333333,"[[207   0]
 [ 14   1]]",None,"[0.4563381163659017, 0.45674996657345895, 0.248186539420499, 0.3563960539756657, 0.24312984217303646, 0.3139656388649143, 0.20804120467733997, 0.2842112468467489, 0.20198759194723898, 0.27238029525938434, 0.2117400784972124, 0.25170919215668774, 0.24111580772355612, 0.24334973636812754, 0.24170469437384973, 0.2420065853196408, 0.24119527265020416, 0.24205700847272116, 0.24071744401410575, 0.24211312388865536, 0.24064363889453216, 0.24137442401919784, 0.2405896369460073, 0.24106632014603682, 0.24077967181210022]"
pc1,0.2,FEARN_AdaBoost_WSVM | ORIG,25,100,None,0.9951690821256038,0.06666666666666667,0.25757446588324756,0.11764705882352941,0.5,0.9324324324324325,0.5309178743961352,"[[206   1]
 [ 14   1]]",None,"[0.45640064703750066, 0.5373401046685392, 0.276903636527185, 0.3715393677777675, 0.2345820201610831, 0.3176713624206898, 0.2231376874539648, 0.2897870408805098, 0.19877004904816437, 0.26844038666540315, 0.23776306454591767, 0.26244278799333454, 0.20415660954979015, 0.24544433243042163, 0.23299680358395278, 0.24218770794828223, 0.2347671898390659, 0.24025550619557645, 0.2371743329136253, 0.23945055681249186, 0.23596023000118607, 0.23857999773488117, 0.2397782160215998, 0.23880693739717898, 0.23221582294522908]"
