Test Size,Method,M,C,theta,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan,List of err_w,List of alpha
0.2,EANR-AdaBoost2_DecisionTree | ORIG,10,10,0.3,0.9897959183673469,0.0,0.0,0.0,0.0,0.97,0.49489795918367346,"[[388   4]
 [  8   0]]",None,"[np.float64(5.353593523377052), np.float64(1.70361984527489), np.float64(0.5274555968826944), np.float64(0.3382210801330711), np.float64(0.2509257329980961), np.float64(0.19991708716706552), np.float64(0.16630068876938478), np.float64(0.14242733523749054), np.float64(0.12457872947673355), np.float64(0.11072163246884244)]"
0.2,EANR-AdaBoost2_SVM | ORIG,10,10,0.3,0.0,1.0,0.0,0.0392156862745098,0.02,0.02,0.5,"[[  0 392]
 [  0   8]]",None,"[np.float64(2.5674523993782326), np.float64(0.2776505827152577), np.float64(-0.16633916736702772), np.float64(0.14126586166251642), np.float64(-0.12384192920288616), np.float64(0.1014068491207841), np.float64(-0.08884411715826811), np.float64(0.07354142359638755), np.float64(-0.05427296720262256), np.float64(0.0273267391557312)]"
0.2,EANR-AdaBoost2_DecisionTree | ORIG,10,10,0.5,0.9897959183673469,0.0,0.0,0.0,0.0,0.97,0.49489795918367346,"[[388   4]
 [  8   0]]",None,"[np.float64(5.099169740127595), np.float64(1.7056334646569185), np.float64(0.5275424892898566), np.float64(0.3382549308583026), np.float64(0.25094404950713733), np.float64(0.19992862508358966), np.float64(0.16630863997586284), np.float64(0.14243315309751242), np.float64(0.1245831734659427), np.float64(0.11072513899286766)]"
0.2,EANR-AdaBoost2_WSVM | ORIG,10,10,0.3,0.0,1.0,0.0,0.0392156862745098,0.02,0.02,0.5,"[[  0 392]
 [  0   8]]",None,"[np.float64(2.5674523993782326), np.float64(0.21551280254384925), np.float64(-0.08512585409668072), np.float64(0.29060024672923707), np.float64(0.22175714931243343), np.float64(-0.10071199701059141), np.float64(-4.440892098500628e-16), np.float64(0.05378146802364557), np.float64(-0.0470380391732058), np.float64(2.2204460492503126e-16)]"
0.2,EANR-AdaBoost2_SVM | ORIG,10,10,0.5,0.0,1.0,0.0,0.0392156862745098,0.02,0.02,0.5,"[[  0 392]
 [  0   8]]",None,"[np.float64(2.3110794477571814), np.float64(0.277650582715258), np.float64(-0.1663391673670282), np.float64(0.14126586166251642), np.float64(-0.12384192920288616), np.float64(0.1014068491207841), np.float64(-0.08884411715826811), np.float64(0.07354142359638735), np.float64(-0.05427296720262256), np.float64(0.027326739155731413)]"
0.2,EANR-AdaBoost2_DecisionTree | ORIG,10,10,0.7,0.9846938775510204,0.0,0.0,0.0,0.0,0.965,0.4923469387755102,"[[386   6]
 [  8   0]]",None,"[np.float64(4.9319220162055535), np.float64(1.7076466976455575), np.float64(0.5276290231465877), np.float64(0.33828863679909), np.float64(0.25096228660561476), np.float64(0.19994011261016548), np.float64(0.16631655629517844), np.float64(0.14243894534836882), np.float64(0.12458759784701198), np.float64(0.11072863001684873)]"
0.2,EANR-AdaBoost2_WSVM | ORIG,10,10,0.5,0.0,1.0,0.0,0.0392156862745098,0.02,0.02,0.5,"[[  0 392]
 [  0   8]]",None,"[np.float64(2.3110794477571814), np.float64(0.24642494904845252), np.float64(-0.1599987096310274), np.float64(0.27531891078092163), np.float64(0.22487731967917027), np.float64(-0.08427217145403626), np.float64(2.2204460492503126e-16), np.float64(0.008877080115672375), np.float64(0.00831226217257381), np.float64(0.0072711383943709065)]"
0.2,EANR-AdaBoost2_SVM | ORIG,10,10,0.7,0.0,1.0,0.0,0.0392156862745098,0.02,0.02,0.5,"[[  0 392]
 [  0   8]]",None,"[np.float64(2.141882678782805), np.float64(0.2776505827152583), np.float64(-0.16633916736702795), np.float64(0.141265861662516), np.float64(-0.12384192920288595), np.float64(0.1014068491207841), np.float64(-0.0888441171582679), np.float64(0.07354142359638735), np.float64(-0.05427296720262256), np.float64(0.0273267391557312)]"
0.2,EANR-AdaBoost2_DecisionTree | ORIG,10,10,1,0.9872448979591837,0.0,0.0,0.0,0.0,0.9675,0.49362244897959184,"[[387   5]
 [  8   0]]",None,"[np.float64(4.755065946362282), np.float64(1.7106658235062238), np.float64(0.5277581549968727), np.float64(0.33833892568283064), np.float64(0.250989494169573), np.float64(0.19995724994022945), np.float64(0.1663283657246326), np.float64(0.1424475859761063), np.float64(0.12459419785989481), np.float64(0.11073383765402646)]"
0.2,EANR-AdaBoost2_WSVM | ORIG,10,10,0.7,0.0,1.0,0.0,0.0392156862745098,0.02,0.02,0.5,"[[  0 392]
 [  0   8]]",None,"[np.float64(2.141882678782805), np.float64(0.2208582061667942), np.float64(-0.09129858418423942), np.float64(0.283111314566056), np.float64(0.22427286034462246), np.float64(-0.10635007325582145), np.float64(0.0), np.float64(0.05409142491796125), np.float64(-0.047305062415043946), np.float64(2.2204460492503126e-16)]"
0.2,EANR-AdaBoost2_SVM | ORIG,10,10,1,0.0,1.0,0.0,0.0392156862745098,0.02,0.02,0.5,"[[  0 392]
 [  0   8]]",None,"[np.float64(1.9621032741239401), np.float64(0.2776505827152585), np.float64(-0.16633916736702795), np.float64(0.14126586166251592), np.float64(-0.12384192920288566), np.float64(0.1014068491207841), np.float64(-0.08884411715826811), np.float64(0.07354142359638755), np.float64(-0.054272967202623), np.float64(0.027326739155731413)]"
0.2,EANR-AdaBoost2_DecisionTree | ORIG,10,10,1.5,0.9846938775510204,0.0,0.0,0.0,0.0,0.965,0.4923469387755102,"[[386   6]
 [  8   0]]",None,"[np.float64(4.554799223043223), np.float64(1.715695773496285), np.float64(0.5279716035857713), np.float64(0.3384220258727865), np.float64(0.251034448284824), np.float64(0.19998556356766806), np.float64(0.16634787601669773), np.float64(0.1424618607078538), np.float64(0.12460510117175877), np.float64(0.11074244060463667)]"
0.2,EANR-AdaBoost2_WSVM | ORIG,10,10,1,0.0,1.0,0.0,0.0392156862745098,0.02,0.02,0.5,"[[  0 392]
 [  0   8]]",None,"[np.float64(1.9621032741239401), np.float64(0.2356233187426667), np.float64(-0.1037382728825203), np.float64(0.28097011546468204), np.float64(0.20939393039045556), np.float64(-0.09546686024042285), np.float64(0.0), np.float64(0.06960471528710566), np.float64(-0.05990102969145867), np.float64(2.2204460492503126e-16)]"
0.2,EANR-AdaBoost2_SVM | ORIG,10,10,1.5,0.0,1.0,0.0,0.0392156862745098,0.02,0.02,0.5,"[[  0 392]
 [  0   8]]",None,"[np.float64(1.7569649526986753), np.float64(0.2776505827152583), np.float64(-0.1663391673670282), np.float64(0.14126586166251642), np.float64(-0.12384192920288616), np.float64(0.1014068491207841), np.float64(-0.08884411715826811), np.float64(0.07354142359638735), np.float64(-0.05427296720262256), np.float64(0.027326739155731413)]"
0.2,EANR-AdaBoost2_DecisionTree | ORIG,10,10,2,0.9872448979591837,0.0,0.0,0.0,0.0,0.9675,0.49362244897959184,"[[387   5]
 [  8   0]]",None,"[np.float64(4.4134200500789955), np.float64(1.7207233204906787), np.float64(0.5281828586277605), np.float64(0.3385042415758959), np.float64(0.25107891755142636), np.float64(0.20001356962778646), np.float64(0.1663671734075439), np.float64(0.14247597917894614), np.float64(0.12461588485156369), np.float64(0.11075094899448022)]"
0.2,EANR-AdaBoost2_WSVM | ORIG,10,10,1.5,0.0,1.0,0.0,0.0392156862745098,0.02,0.02,0.5,"[[  0 392]
 [  0   8]]",None,"[np.float64(1.7569649526986753), np.float64(0.23319177931751656), np.float64(-0.11367396776714023), np.float64(0.2707794085210612), np.float64(0.2045530557246335), np.float64(-0.08248562129179089), np.float64(-2.2204460492503136e-16), np.float64(2.2204460492503126e-16), np.float64(-2.2204460492503136e-16), np.float64(2.2204460492503126e-16)]"
0.2,EANR-AdaBoost2_SVM | ORIG,10,10,2,0.0,1.0,0.0,0.0392156862745098,0.02,0.02,0.5,"[[  0 392]
 [  0   8]]",None,"[np.float64(1.6107149744687672), np.float64(0.2776505827152582), np.float64(-0.16633916736702795), np.float64(0.14126586166251634), np.float64(-0.12384192920288616), np.float64(0.1014068491207841), np.float64(-0.0888441171582679), np.float64(0.07354142359638755), np.float64(-0.054272967202623), np.float64(0.027326739155731413)]"
0.2,EANR-AdaBoost2_DecisionTree | ORIG,10,100,0.3,0.9897959183673469,0.0,0.0,0.0,0.0,0.97,0.49489795918367346,"[[388   4]
 [  8   0]]",None,"[np.float64(5.353593523377052), np.float64(1.70361984527489), np.float64(0.5274555968826944), np.float64(0.3382210801330711), np.float64(0.2509257329980961), np.float64(0.19991708716706552), np.float64(0.16630068876938478), np.float64(0.14242733523749054), np.float64(0.12457872947673355), np.float64(0.11072163246884244)]"
0.2,EANR-AdaBoost2_WSVM | ORIG,10,10,2,0.0,1.0,0.0,0.0392156862745098,0.02,0.02,0.5,"[[  0 392]
 [  0   8]]",None,"[np.float64(1.6107149744687672), np.float64(0.2349500306654916), np.float64(-0.10394994180829537), np.float64(0.28053971855187704), np.float64(0.2124237507705579), np.float64(-0.0973226432687538), np.float64(2.2204460492503126e-16), np.float64(0.017272567839021164), np.float64(0.01570560186995909), np.float64(0.015075390532468086)]"
0.2,EANR-AdaBoost2_SVM | ORIG,10,100,0.3,0.0,1.0,0.0,0.0392156862745098,0.02,0.02,0.5,"[[  0 392]
 [  0   8]]",None,"[np.float64(2.5674523993782326), np.float64(-0.001377496296745876), np.float64(2.2204460492503126e-16), np.float64(2.2204460492503126e-16), np.float64(1.1102230246251564e-16), np.float64(-2.2204460492503136e-16), np.float64(1.1102230246251564e-16), np.float64(1.1102230246251564e-16), np.float64(-2.2204460492503136e-16), np.float64(1.1102230246251564e-16)]"
